,Unnamed: 0,Employee_No,Employee_Code,Name,Title,Gender,Religion_ID,Marital_Status,Designation_ID,Date_Joined,Date_Resigned,Status,Inactive_Date,Reporting_emp_1,Reporting_emp_2,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,cluser,Inactive_year
298,298,798,4443,Wilfrid Smitham,Mr,Male,1,Married,31,2018-12-15,2021-08-20,Inactive,2021-08-20,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993.0,0,2021.0
299,299,799,4444,Gage Deckow III,Mr,Male,1,Married,31,2019-01-01,,Inactive,2020-07-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,0,2020.0
300,300,801,4506,Amber Mitchell,Mr,Male,1,Single,31,2019-09-01,2021-09-21,Inactive,2021-09-21,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,0,2021.0
301,301,802,4786,Dr Cristal Collier Jr,Mr,Male,1,Married,1,2019-06-01,,Inactive,2020-07-26,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1980.0,0,2020.0
302,302,803,75112,Mozell Cremin,Mr,Male,1,Married,31,2019-10-27,,Inactive,2020-05-21,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,0,2020.0
303,303,805,5171,Dave DuBuque DDS,Mr,Male,1,Married,31,2021-02-01,2021-04-22,Inactive,2021-04-22,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,0,2021.0
304,304,806,5172,Pinkie Harber,Mr,Male,1,Single,31,2021-02-01,2021-04-22,Inactive,2021-04-22,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,0,2021.0
305,305,808,4972,Katelyn Mitchell,Mr,Male,3,Single,122,2020-06-01,,Active,,,,Labour,Contarct Basis,Hindu,Security,1985.0,0,
306,306,809,4973,Libbie Price PhD,Mr,Male,3,Married,31,2019-07-01,2022-10-09,Inactive,2022-10-09,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1978.0,0,2022.0
307,307,810,5140,Elza Bode,Mr,Male,3,Married,31,2019-07-01,2021-08-20,Inactive,2021-08-20,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1960.0,0,2021.0
308,308,811,70021,Miss Libby Dibbert,Mr,Male,4,Married,31,2019-07-01,,Active,,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1966.0,0,
309,309,812,70022,Sarina Weber,Mr,Male,4,Married,1,2019-07-01,,Inactive,2020-06-13,,,Labour,Contarct Basis,Catholic,Skilled Labor,1992.0,0,2020.0
310,310,813,199061,Sherwood Padberg,Mr,Male,1,Married,30,2020-12-10,2021-12-24,Inactive,2021-12-24,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1975.0,0,2021.0
311,311,814,70041,Dr Noble Bruen,Mr,Male,3,Married,122,2019-07-01,,Inactive,2020-12-31,,,Labour,Contarct Basis,Hindu,Security,1981.0,0,2020.0
312,312,816,5143,Connie Murazik,Mr,Male,3,Single,31,2019-08-01,2021-08-21,Inactive,2021-08-21,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1998.0,0,2021.0
313,313,817,199042,Gerda Hoppe,Mr,Male,3,Single,30,2019-10-18,,Inactive,2020-12-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1998.0,0,2020.0
314,314,823,5068,Nolan Mann,Mr,Male,3,Married,31,2020-02-11,2020-12-25,Inactive,2020-12-25,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1972.0,0,2020.0
315,315,825,195010,Prof Jayden Vandervort PhD,Mr,Male,3,Married,31,2020-02-13,,Inactive,2020-03-08,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1975.0,0,2020.0
316,316,826,195011,Miss Fabiola Morissette,Mr,Male,4,Single,31,2020-02-11,,Active,,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1996.0,0,
317,317,827,70152,Lowell Lang,Mr,Male,3,Married,30,2019-09-06,,Inactive,2020-05-18,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1974.0,0,2020.0
318,318,828,4980,Abigayle Deckow,Mr,Male,3,Married,31,2020-06-01,,Active,,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1981.0,0,
319,319,829,75186,Lexie Wunsch,Mr,Male,3,Married,122,2019-11-06,2022-01-31,Inactive,2022-01-31,,,Labour,Contarct Basis,Hindu,Security,1973.0,0,2022.0
320,320,830,199011,Kiley Deckow,Mr,Male,3,Single,122,2020-02-10,2022-06-30,Inactive,2022-06-30,,,Labour,Contarct Basis,Hindu,Security,1993.0,0,2022.0
321,321,832,4795,Bella Rosenbaum,Mr,Male,1,Married,55,2019-01-06,2022-02-19,Inactive,2022-02-19,,,Labour,Contarct Basis,Buddhist,Fitter,1970.0,0,2022.0
322,322,837,189003,Lauren Cassin,Mr,Male,1,Single,31,2020-01-13,,Inactive,2020-06-03,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,0,2020.0
323,323,838,189037,Chloe Hammes III,Mr,Male,1,Married,31,2020-06-10,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994.0,0,2020.0
324,324,839,5059,Elwin Luettgen,Mr,Male,1,Married,31,2020-02-21,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,0,2020.0
325,325,841,3293,Evangeline Cummings,Mr,Male,4,Married,31,2019-01-01,,Inactive,2020-12-31,,,Labour,Contarct Basis,Catholic,Unskilled Labor,1976.0,0,2020.0
326,326,845,199001,Della Tremblay,Mr,Male,3,Single,31,2020-01-02,,Inactive,2020-05-31,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1997.0,0,2020.0
327,327,848,200013,Joannie Shields,Mr,Male,1,Married,1,2020-12-03,2022-03-21,Inactive,2022-03-21,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0,0,2022.0
328,328,850,70073,Jewell Bogisich,Mr,Male,1,Single,30,2019-08-01,,Inactive,2020-03-31,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1993.0,0,2020.0
329,329,852,70147,Amos Cremin IV,Mr,Male,4,Married,122,2019-09-01,,Active,,,,Labour,Contarct Basis,Catholic,Security,1973.0,0,
330,330,853,70149,Raymundo Ortiz,Mr,Male,3,Married,30,2019-09-05,,Inactive,2020-12-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1982.0,0,2020.0
331,331,854,5162,Prof Sandrine Kulas,Mr,Male,4,Married,38,2021-02-01,2022-08-30,Inactive,2022-08-30,,,Labour,Contarct Basis,Catholic,Office Assistant,1987.0,0,2022.0
332,332,855,75253,Rebecca Kuvalis III,Mr,Male,3,Single,31,2019-12-01,,Inactive,2020-05-19,,,Labour,Contarct Basis,Hindu,Unskilled Labor,1997.0,0,2020.0
333,333,858,75258,Dr Jadon Rempel,Mr,Male,3,Married,122,2019-12-25,2022-10-31,Inactive,2022-10-31,,,Labour,Contarct Basis,Hindu,Security,1949.0,0,2022.0
334,334,859,75259,Kaylin Aufderhar IV,Mr,Male,3,Single,122,2019-12-29,2022-08-31,Inactive,2022-08-31,,,Labour,Contarct Basis,Hindu,Security,1995.0,0,2022.0
335,335,860,5039,Layne Bins MD,Mr,Male,1,Single,30,2020-01-11,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1966.0,0,2020.0
336,336,861,199003,Charlene Harris,Mr,Male,1,Married,1,2020-01-12,,Inactive,2020-03-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1966.0,0,2020.0
337,337,863,199005,Mortimer Walter,Mr,Male,1,Married,30,2020-01-26,,Inactive,2020-03-31,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1974.0,0,2020.0
338,338,864,199006,Maya King,Mr,Male,3,Single,122,2020-01-30,2021-04-24,Inactive,2021-04-24,,,Labour,Contarct Basis,Hindu,Security,1993.0,0,2021.0
339,339,866,199008,Chanelle Konopelski,Mr,Male,4,Single,122,2020-02-01,2022-07-06,Inactive,2022-07-06,,,Labour,Contarct Basis,Catholic,Security,1993.0,0,2022.0
340,340,867,199009,Irwin Treutel,Mr,Male,3,Married,122,2020-02-01,,Inactive,2020-05-30,,,Labour,Contarct Basis,Hindu,Security,1973.0,0,2020.0
341,341,869,199013,Dr Milford Gerlach Sr,Mr,Male,3,Single,122,2020-02-11,2021-11-30,Inactive,2021-11-30,,,Labour,Contarct Basis,Hindu,Security,1993.0,0,2021.0
342,342,870,199014,Louvenia Gerlach,Mr,Male,3,Married,30,2020-02-13,,Inactive,2020-03-31,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1974.0,0,2020.0
343,343,871,5080,Prof Royal Koelpin,Mr,Male,3,Single,38,2020-02-15,2021-12-31,Inactive,2021-12-31,,,Labour,Contarct Basis,Hindu,Office Assistant,1994.0,0,2021.0
344,344,872,4976,Antonetta Littel,Ms,Female,1,Married,134,2020-06-01,,Active,,,,Labour,Contarct Basis,Buddhist,Caretaker,1981.0,0,
345,345,873,70096,Prof Nicolas Cronin,Mr,Male,1,Married,31,2019-09-24,,Inactive,2020-06-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970.0,0,2020.0
346,346,875,5144,Prof Marie Sporer Sr,Mr,Male,1,Married,31,2019-09-23,2021-07-26,Inactive,2021-07-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0,0,2021.0
347,347,877,70110,Margie Tremblay,Mr,Male,1,Single,31,2019-09-10,2020-11-26,Inactive,2020-11-26,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,0,2020.0
348,348,878,5148,Dennis Miller,Mr,Male,1,Married,31,2019-09-09,2022-03-14,Inactive,2022-03-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,0,2022.0
349,349,879,70129,Dean Strosin,Mr,Male,1,Married,29,2019-09-02,2021-03-21,Inactive,2021-03-21,,,Labour,Contarct Basis,Buddhist,Cook,1979.0,0,2021.0
350,350,880,75031,Constance McClure,Mr,Male,1,Married,135,2019-10-06,,Active,,,,Labour,Contarct Basis,Buddhist,Wacher,1963.0,0,
351,351,882,75032,Miss Judy Carroll III,Mr,Male,1,Married,135,2019-10-08,2022-04-22,Inactive,2022-04-22,,,Labour,Contarct Basis,Buddhist,Wacher,1960.0,0,2022.0
352,352,886,75246,Mr Gaston Wintheiser,Mr,Male,1,Married,31,2019-12-13,2020-12-20,Inactive,2020-12-20,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,0,2020.0
353,353,889,4997,Danika Collier,Mr,Male,1,Married,31,2020-06-01,,Inactive,2021-06-01,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,0,2021.0
354,354,890,5226,Mr Schuyler Fritsch Jr,Mr,Male,1,Married,31,2021-03-01,2022-03-14,Inactive,2022-03-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,0,2022.0
355,355,891,5029,Alyce Littel,Mr,Male,1,Married,31,2020-01-23,2022-03-14,Inactive,2022-03-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,0,2022.0
356,356,892,197004,Mr Christ Schinner,Mr,Male,1,Married,31,2020-01-28,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
357,357,894,5030,Dr Destany Rempel,Mr,Male,1,Married,31,2020-01-28,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963.0,0,2020.0
358,358,895,5031,Eric Luettgen,Mr,Male,1,Married,31,2020-01-28,2021-10-31,Inactive,2021-10-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,0,2021.0
359,359,896,5032,Jed Hermann MD,Mr,Male,1,Married,31,2020-01-28,2022-03-14,Inactive,2022-03-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1980.0,0,2022.0
360,360,897,5033,Sonia Stoltenberg I,Mr,Male,1,Married,31,2020-01-28,2021-01-28,Inactive,2021-01-28,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,0,2021.0
361,361,898,5034,Dean Kohler,Mr,Male,1,Married,31,2020-01-28,2021-01-29,Inactive,2021-01-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,0,2021.0
362,362,899,5035,Alysa Schimmel,Mr,Male,1,Married,31,2020-01-28,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,0,2020.0
363,363,900,5036,Gussie Beahan MD,Mr,Male,1,Married,31,2020-01-28,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1983.0,0,2022.0
364,364,901,197013,Mrs Heloise Kovacek,Mr,Male,1,Married,31,2020-01-28,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986.0,0,2020.0
365,365,902,5071,Ms Elta Hoeger III,Mr,Male,1,Married,31,2020-02-19,2022-03-30,Inactive,2022-03-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989.0,0,2022.0
366,366,905,5076,Isabelle Turner,Mr,Male,1,Married,31,2020-02-21,2022-03-14,Inactive,2022-03-14,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975.0,0,2022.0
367,367,906,5072,Dave Bernhard,Mr,Male,1,Married,31,2020-02-19,2022-03-02,Inactive,2022-03-02,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,0,2022.0
368,368,907,197020,Kacie Rippin PhD,Mr,Male,1,Married,134,2020-02-05,2021-03-31,Inactive,2021-03-31,,,Labour,Contarct Basis,Buddhist,Caretaker,1952.0,0,2021.0
369,369,908,4975,Prof Oswaldo Collins,Mr,Male,1,Married,30,2020-06-01,,Active,,,,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1984.0,0,
370,370,910,4979,Sheila Toy,Mr,Male,1,Married,31,2020-06-01,2021-01-07,Inactive,2021-01-07,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981.0,0,2021.0
371,371,918,4984,Kameron Hilpert,Mr,Male,1,Married,31,2020-06-01,2021-10-30,Inactive,2021-10-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1984.0,0,2021.0
372,372,921,4985,Mrs Meagan Jenkins,Mr,Male,1,Married,1,2020-06-01,2022-04-06,Inactive,2022-04-06,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0,0,2022.0
373,373,923,1885,Ms Margarita Vandervort IV,Mr,Male,1,Married,7,2014-02-20,2021-08-31,Inactive,2021-08-31,,,Staff,Contarct Basis,Buddhist,Store Keeper,1970.0,2,2021.0
374,374,924,3881,Eliezer Schaden,Mr,Male,5,Single,33,2018-05-08,,Inactive,2020-06-22,,,Staff,Contarct Basis,Muslim,Site Engineer,1993.0,0,2020.0
375,375,925,4531,Flo Nienow,Mr,Male,5,Married,22,2019-02-01,,Active,,,,Staff,Contarct Basis,Muslim,Technical Officer,1977.0,2,
376,376,926,198047,Mrs Kiarra Hickle,Mr,Male,1,Married,55,2020-08-24,,Inactive,2020-09-30,,,Labour,Contarct Basis,Buddhist,Fitter,1977.0,0,2020.0
377,377,928,183008,Kevin Dooley,Mr,Male,1,Married,31,2020-01-02,,Inactive,2020-07-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975.0,0,2020.0
378,378,929,4039,Prof Esther Bradtke MD,Mr,Male,1,Married,31,2019-01-01,,Inactive,2020-09-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
379,379,930,4170,Prof Cody Monahan,Mr,Male,1,Single,1,2019-01-01,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1996.0,0,2020.0
380,380,932,4565,Prof Oscar Shields,Mr,Male,1,Married,31,2019-01-01,2021-04-09,Inactive,2021-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
381,381,933,4693,Ferne Beier V,Mr,Male,1,Married,31,2019-04-03,2021-04-09,Inactive,2021-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,0,2021.0
382,382,934,4474,Mr Keshawn DuBuque,Mr,Male,1,Married,31,2019-01-01,2021-04-09,Inactive,2021-04-09,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960.0,0,2021.0
383,383,939,70030,Rasheed Abshire,Mr,Male,1,Married,31,2019-07-01,,Inactive,2020-03-06,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
384,384,940,4950,Mr Michael Cassin,Mr,Male,1,Single,70,2020-02-17,,Inactive,2020-08-17,,,Staff,Contarct Basis,Buddhist,Data Entry Operator,1997.0,0,2020.0
385,385,941,4951,Hardy Casper,Ms,Female,1,Single,2,2020-02-12,2022-07-31,Inactive,2022-07-31,,,Staff,Contarct Basis,Buddhist,Secretary,1993.0,2,2022.0
386,386,942,4953,Lilliana Wisozk,Mr,Male,1,Single,48,2020-02-24,,Active,,,,Staff,Contarct Basis,Buddhist,Draughtsman,1994.0,2,
387,387,943,4954,Mr Cameron McCullough,Mr,Male,1,Single,88,2020-03-02,2021-04-27,Inactive,2021-04-27,,,Staff,Contarct Basis,Buddhist,Trainee QS,1997.0,0,2021.0
388,388,944,4955,Louie Hackett,Mr,Male,1,Single,48,2020-03-02,,Inactive,2020-08-31,,,Staff,Contarct Basis,Buddhist,Draughtsman,1992.0,0,2020.0
389,389,945,4956,Ernest Effertz,Mr,Male,1,Married,6,2020-02-24,,Active,,945.0,,Staff,Contarct Basis,Buddhist,Project Manager,1964.0,1,
390,390,947,4959,Edmond Schulist,Mr,Male,1,Married,107,2020-03-06,,Active,,,,Staff,Contarct Basis,Buddhist,Social Environment Officer,1962.0,2,
391,391,948,4960,Genevieve Hahn,Mr,Male,1,Single,8,2020-03-16,,Active,,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0,2,
392,392,949,4948,Sunny Heller,Mr,Male,1,Married,8,2020-02-12,,Inactive,2020-09-21,,,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1988.0,0,2020.0
393,393,950,4961,Isai Jacobson IV,Mr,Male,1,Single,7,2020-05-11,,Active,,,,Staff,Contarct Basis,Buddhist,Store Keeper,1987.0,0,
394,394,951,3872,Maybell Okuneva,Mr,Male,1,Single,27,2018-04-01,2020-12-31,Inactive,2020-12-31,,,Staff,Contarct Basis,Buddhist,Supervisor,1995.0,0,2020.0
395,395,952,50022,Benjamin Willms,Mr,Male,1,Married,120,2020-05-18,,Inactive,2020-10-08,,,Management,Contarct Basis,Buddhist,HR Manager,1956.0,0,2020.0
396,396,953,2722,Orland Hansen,Mr,Male,1,Married,29,2019-01-01,,Inactive,2020-09-24,,,Labour,Contarct Basis,Buddhist,Cook,1971.0,0,2020.0
397,397,958,75016,Mariana Borer,Mr,Male,1,Married,1,2019-10-08,,Inactive,2020-06-17,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1982.0,0,2020.0
398,398,959,5157,Ellis Mayer,Mr,Male,1,Married,1,2021-02-01,2021-04-29,Inactive,2021-04-29,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1984.0,0,2021.0
399,399,961,75023,Cecile Jacobson,Mr,Male,1,Married,31,2019-10-08,,Inactive,2020-03-11,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971.0,0,2020.0
400,400,962,5158,Krystal Dietrich,Mr,Male,1,Married,31,2021-02-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,0,
401,401,965,75028,Mr Connor Hauck,Mr,Male,1,Married,31,2019-10-25,,Inactive,2020-06-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
402,402,968,193116,Sammy Heidenreich,Mr,Male,1,Married,31,2020-12-08,2021-04-29,Inactive,2021-04-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
403,403,969,5165,Cristopher Keebler,Mr,Male,1,Married,31,2021-02-01,2021-03-31,Inactive,2021-03-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
404,404,970,75150,Prof Freeda Strosin II,Mr,Male,1,Married,53,2019-11-22,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Pipe Fitter,2000.0,0,2020.0
405,405,971,4809,Eula Klein,Mr,Male,1,Married,22,2019-06-03,2021-04-10,Inactive,2021-04-10,,,Staff,Contarct Basis,Buddhist,Technical Officer,1985.0,0,2021.0
406,406,973,189011,Dario Romaguera,Mr,Male,5,Single,31,2020-02-14,,Inactive,2020-03-17,,,Labour,Contarct Basis,Muslim,Unskilled Labor,2003.0,0,2020.0
407,407,975,4881,Julius Douglas,Mr,Male,1,Single,128,2019-09-23,2021-11-06,Inactive,2021-11-06,,,Staff,Contarct Basis,Buddhist,Construction Supervisor,1996.0,0,2021.0
408,408,976,70052,Dr Hettie Robel,Mr,Male,1,Married,31,2019-08-01,,Inactive,2020-04-24,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,0,2020.0
409,409,977,70058,Domingo Harber I,Mr,Male,1,Married,31,2019-08-01,,Inactive,2020-05-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,0,2020.0
410,410,979,75042,Mrs Alvera McClure Sr,Mr,Male,1,Married,31,2019-10-14,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,0,2020.0
411,411,983,5161,Magnus Gerlach III,Mr,Male,1,Married,31,2021-02-01,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,0,
412,412,984,1079,Jamel Davis,Mr,Male,1,Married,32,2010-07-16,,Inactive,2020-06-27,,,Staff,Contarct Basis,Buddhist,OPE-Compresure Breaker,1959.0,0,2020.0
413,413,986,4986,Zoey Rempel,Mr,Male,1,Married,31,2020-06-01,2021-02-19,Inactive,2021-02-19,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992.0,0,2021.0
414,414,987,4987,Dr Waylon Cassin DVM,Mr,Male,1,Married,1,2020-06-01,2021-07-27,Inactive,2021-07-27,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1996.0,0,2021.0
415,415,988,75062,Horace Connelly,Mr,Male,1,Married,31,2019-10-15,,Inactive,2020-06-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,0,2020.0
416,416,989,75067,Katharina Kling,Mr,Male,1,Married,31,2019-10-07,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1997.0,0,2020.0
417,417,990,75069,Miss Makayla Weber IV,Mr,Male,1,Single,31,2019-10-10,2020-12-30,Inactive,2020-12-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995.0,0,2020.0
418,418,991,75178,Jarred D'Amore,Mr,Male,1,Married,31,2019-11-01,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996.0,0,2020.0
419,419,992,4990,Erika Kihn,Mr,Male,1,Married,31,2020-06-01,2022-03-12,Inactive,2022-03-12,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2022.0
420,420,994,4991,Mr Jefferey Bernier,Mr,Male,1,Married,31,2020-06-01,2021-07-23,Inactive,2021-07-23,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985.0,0,2021.0
421,421,999,5037,Lily Fritsch,Mr,Male,1,Married,1,2020-01-04,2022-02-28,Inactive,2022-02-28,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1980.0,0,2022.0
422,422,1000,198002,Tamara Grant IV,Mr,Male,1,Married,1,2020-01-04,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1971.0,0,2020.0
423,423,1002,5038,Ms Amanda Yost,Mr,Male,1,Married,1,2020-01-16,2021-03-29,Inactive,2021-03-29,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1988.0,0,2021.0
424,424,1003,198005,Mollie Lemke MD,Mr,Male,1,Married,31,2020-01-09,,Inactive,2020-03-12,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1977.0,0,2020.0
425,425,1006,4422,Melvin Schroeder,Mr,Male,1,Married,37,2018-12-01,2021-03-15,Inactive,2021-03-15,,,Staff,Contarct Basis,Buddhist,Driver-Tractor,1974.0,0,2021.0
426,426,1007,198009,Maximus Luettgen,Mr,Male,1,Married,31,2020-02-25,,Inactive,2020-03-15,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988.0,0,2020.0
427,427,1008,5078,Caroline Williamson I,Mr,Male,1,Married,31,2020-02-25,,Active,,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969.0,0,
428,428,1009,198062,Jewel Lakin,Mr,Male,1,Married,1,2020-02-18,,Inactive,2020-04-30,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1974.0,0,2020.0
429,429,1010,198012,Nikki McLaughlin,Mr,Male,1,Single,31,2020-02-19,,Inactive,2020-03-06,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003.0,0,2020.0
430,430,1013,5079,Prof Brent Mills MD,Mr,Male,1,Single,31,2020-03-04,2021-07-31,Inactive,2021-07-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1999.0,0,2021.0
431,431,1015,75152,Rebekah Yost,Mr,Male,1,Married,31,2019-11-22,,Inactive,2020-06-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
432,432,1016,5206,Prof Dorothea Lubowitz,Mr,Male,1,Married,31,2021-02-01,2021-02-13,Inactive,2021-02-13,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2021.0
433,433,1017,75154,Kailey Schumm,Mr,Male,1,Married,31,2019-11-22,,Inactive,2019-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2019.0
434,434,1018,75155,Bessie Lueilwitz,Mr,Male,1,Married,31,2019-11-22,,Inactive,2020-06-10,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
435,435,1019,75156,Prof Hertha Bernier I,Mr,Male,1,Married,31,2019-11-22,,Inactive,2020-06-30,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976.0,0,2020.0
436,436,1020,75159,Mr Johann Hirthe V,Mr,Male,1,Married,31,2019-11-11,,Inactive,2019-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1957.0,0,2019.0
437,437,1033,75280,Mrs Verona Spencer DDS,Mr,Male,1,Single,31,2019-12-07,,Inactive,2020-06-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001.0,0,2020.0
438,438,1037,75287,Gudrun Schumm Sr,Mr,Male,1,Married,31,2019-12-02,,Inactive,2020-12-31,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972.0,0,2020.0
439,439,1045,189014,Bria Wiza,Mr,Male,1,Married,31,2020-03-07,,Inactive,2020-03-17,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1968.0,0,2020.0
440,440,1046,199016,Effie Feil V,Mr,Male,3,Single,30,2020-02-28,,Inactive,2020-06-03,,,Labour,Contarct Basis,Hindu,Semi Skilled Labor,1994.0,0,2020.0
441,441,1047,5096,Israel Hettinger,Mr,Male,1,Married,31,2020-03-05,2020-12-20,Inactive,2020-12-20,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960.0,0,2020.0
442,442,1050,189017,Mr Brando Sauer PhD,Mr,Male,1,Married,31,2020-03-12,,Inactive,2020-09-29,,,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982.0,0,2020.0
443,443,1051,3903,Davin Mueller IV,Mr,Male,1,Married,1,2019-01-01,,Inactive,2019-12-31,,,Labour,Contarct Basis,Buddhist,Skilled Labor,1976.0,0,2019.0
